,pick1_encoded,pick2_encoded,pick3_encoded,pick4_encoded,pick5_encoded,winrate_pick1,winrate_pick2,winrate_pick3,winrate_pick4,winrate_pick5,count_pick1,count_pick2,count_pick3,count_pick4,count_pick5,kills,deaths,assists,team kpm,ckpm,gspd,gpr,gamelength,firstblood,firstdragon,dragons,elementaldrakes,firstherald,heralds,firstbaron,barons,firsttower,firstmidtower,firsttothreetowers,turretplates,earned gpm,goldat15,goldat20,goldat25,golddiffat15,golddiffat20,golddiffat25,xpdiffat20,xpdiffat25,wardsplaced,visionscore,wardskilled,controlwardsbought,cspm,minionkills,monsterkills,csat15,csdiffat15,csat20,csdiffat20,csat25,csdiffat25,damagetochampions,damagetakenperminute,damagemitigatedperminute
6,36,82,48,51,25,0.7692307692307693,0.7272727272727273,0.75,1.0,1.0,26.0,11.0,28.0,4.0,3.0,24,6,65,0.7427,0.9283,0.194238,0.55,1939,1,1,3,3,0,0,1,1,1,0,0,1,1353.4193,23043,31333,42820,-785,-2479,1432,-1565,2070,91,241,60,39,32.0578,877,159,553,-13,708,-57,844,-63,84404,3420.7117,2683.2904
1683,24,79,73,112,27,0.5384615384615384,0.6153846153846154,0.5625,0.6,0.7142857142857143,13.0,13.0,16.0,5.0,7.0,10,17,30,0.273,0.737,-0.0696872,-1.2,2198,1,0,2,2,1,1,0,0,0,0,0,3,1090.0182,24173,32551,41892,-1493,-3288,-3681,-1760,-4025,156,303,44,59,32.3749,989,197,534,-17,720,-46,881,-77,103662,3725.6233,2510.4459
129,61,41,39,8,18,0.3636363636363636,0.2962962962962963,0.3076923076923077,0.391304347826087,0.5,22.0,27.0,13.0,23.0,2.0,20,13,44,0.5293,0.8734,0.0146946,-0.74,2267,0,1,4,4,0,0,0,1,1,0,0,8,1156.0653,25713,33733,42172,-569,-664,-3578,515,-2984,144,342,76,62,28.9016,916,176,475,-12,632,-15,771,-18,109754,3207.9224,3177.3004
497,4,82,1,61,30,0.8064516129032258,0.6,0.75,0.76,0.9,31.0,20.0,12.0,25.0,10.0,19,9,41,0.5071,0.7473,0.0591324,-0.62,2248,0,0,4,4,1,1,1,2,0,0,0,6,1290.2135,24812,32542,40414,-1207,-2330,-2825,-1240,-2415,152,360,60,54,31.6014,941,243,483,-31,620,-25,806,-36,77682,2608.9858,2652.411
393,21,35,46,100,25,0.3333333333333333,0.25,0.1764705882352941,0.0,0.0,6.0,12.0,17.0,1.0,2.0,5,18,9,0.1236,0.5686,-0.121504,-1.02,2427,1,0,2,2,1,2,0,0,0,1,0,2,978.5909,24422,33368,39547,644,-800,-2876,-2862,-1680,137,288,62,56,32.3857,1131,179,508,-38,672,-50,807,-60,66460,3378.8381,3870.1607
762,58,62,32,21,82,0.6538461538461539,0.5961538461538461,0.65,0.75,0.6842105263157895,26.0,52.0,20.0,12.0,38.0,5,19,8,0.166,0.7637,-0.144254,-0.65,1807,0,0,2,2,1,1,0,0,0,0,0,5,1000.1107,25367,32702,41696,1272,-1196,-6667,-2220,-8107,111,234,68,50,35.5617,887,184,552,3,731,-12,893,4,46008,2899.026,2777.5318
1759,33,60,17,52,66,0.8292682926829268,0.6666666666666666,0.8484848484848485,0.6363636363636364,0.6666666666666666,41.0,3.0,33.0,22.0,12.0,9,12,30,0.2813,0.6563,-0.0911768,-0.05,1920,0,1,2,2,0,0,0,0,1,1,1,6,1222.2188,25549,34130,43146,2218,-23,-2360,841,-3317,96,274,71,32,37.1563,955,234,581,40,766,51,967,74,85610,3545.0,2857.4688
51,70,87,99,38,9,0.2941176470588235,0.3333333333333333,0.28,0.4,0.2777777777777778,34.0,9.0,25.0,45.0,36.0,7,13,16,0.2075,0.5929,-0.164999,-2.25,2024,1,1,1,1,0,0,0,0,0,0,0,2,950.336,22593,30469,38229,-1534,-3542,-4172,-1187,-2999,106,248,51,49,32.1344,926,158,487,-34,661,-37,848,-48,69852,2769.9308,3542.6976
566,3,5,49,25,116,0.6428571428571429,0.5333333333333333,0.4166666666666667,0.6666666666666666,0.6153846153846154,14.0,15.0,12.0,9.0,13.0,11,3,25,0.3933,0.5006,0.223232,3.5,1678,1,1,3,3,1,2,1,2,1,1,1,6,1344.2074,26305,37154,48792,2832,4789,8884,-197,7562,103,257,55,54,35.6496,780,217,590,58,759,30,927,54,54718,2340.6436,2556.1502
206,64,83,70,103,93,0.1666666666666666,0.391304347826087,0.2857142857142857,0.0,0.1666666666666666,18.0,23.0,28.0,2.0,6.0,6,13,15,0.1723,0.5457,-0.0657324,-2.15,2089,0,0,3,3,1,2,1,1,0,0,0,2,972.6951,22106,31027,40191,-4141,-4347,-2365,-3346,-2863,0,331,63,70,31.5941,935,165,487,-75,683,-72,855,-70,67759,2757.1278,3509.8133
532,34,5,1,85,49,0.75,0.6,0.5,0.7,0.5,8.0,15.0,14.0,10.0,4.0,8,5,26,0.2665,0.3998,0.0977357,2.42,1801,0,1,3,3,1,2,1,1,1,1,1,10,1207.1294,25846,35445,45339,2281,4328,6201,1089,4813,134,316,57,45,33.7146,804,208,536,38,713,31,880,65,60248,2402.7318,2818.8007
156,5,62,83,103,29,0.7857142857142857,0.6595744680851063,0.5,0.75,0.6666666666666666,14.0,47.0,4.0,4.0,33.0,12,9,27,0.3642,0.6373,0.0586223,1.23,1977,1,1,4,4,1,2,1,1,1,1,1,6,1318.1791,24644,35158,43539,137,1254,1272,-1332,-788,142,343,56,51,36.783,982,230,546,1,736,-19,940,-4,88570,2887.1017,2899.6055
851,58,62,104,38,14,0.4,0.3636363636363636,0.3333333333333333,0.375,0.4,5.0,22.0,6.0,24.0,5.0,11,4,30,0.3421,0.4666,0.0562076,0.02,1929,0,0,4,4,0,1,1,1,0,1,1,2,1239.6579,24590,33414,43383,-405,-1235,610,67,3700,122,322,74,56,36.9518,978,210,573,-7,766,-32,967,-37,42927,2358.6936,3113.8414
324,28,88,49,68,52,0.5833333333333334,0.5416666666666666,0.5625,0.4444444444444444,0.3333333333333333,12.0,48.0,16.0,9.0,3.0,4,16,7,0.1364,0.6822,-0.225866,-3.17,1759,1,0,0,0,1,1,0,0,0,0,0,2,859.7157,23199,31532,38218,-1900,-4720,-9042,-1397,-10083,99,239,62,46,31.7567,781,150,521,-61,672,-52,816,-51,32237,3088.9596,3113.9625
1008,34,38,90,66,82,0.7058823529411765,0.6363636363636364,0.8666666666666667,0.5,0.8,17.0,22.0,15.0,2.0,20.0,17,6,39,0.7354,0.995,0.111904,2.34,1387,1,0,2,2,1,1,1,1,0,1,1,4,1427.5847,27111,37580,0,1203,3335,0,4149,0,93,223,35,29,36.943,725,129,574,91,771,104,0,0,57567,2533.54,2821.0815
1096,53,71,77,0,124,0.2857142857142857,0.4285714285714285,0.3684210526315789,0.2857142857142857,0.1428571428571428,7.0,7.0,38.0,7.0,7.0,16,4,41,0.4344,0.543,0.0602916,-0.12,2210,1,1,3,3,1,1,0,1,0,1,1,1,1243.3846,23591,33284,42404,-133,-963,859,-837,763,131,339,58,42,33.2579,1023,202,490,-53,691,-36,881,-11,79738,3394.0181,4484.3891
426,19,41,108,112,54,0.6956521739130435,0.8292682926829268,0.9166666666666666,1.0,0.9411764705882352,23.0,41.0,12.0,9.0,17.0,17,18,45,0.4491,0.9247,0.0125786,-1.15,2271,0,0,2,1,0,0,1,2,1,0,1,1,1274.4518,23348,32339,43105,-1136,-3058,136,-1417,3363,136,375,85,53,33.0515,1015,236,538,-14,763,-8,938,-14,96925,3907.6354,5124.8349
1144,31,45,9,80,0,0.75,0.6428571428571429,0.5348837209302325,0.5961538461538461,0.5238095238095238,20.0,14.0,43.0,52.0,21.0,6,11,10,0.1805,0.5115,-0.123966,-1.16,1994,0,0,1,1,1,1,0,0,0,0,0,2,993.6409,24154,33795,42250,43,-856,-772,679,441,118,318,62,49,33.0993,898,202,515,-9,690,-22,871,-38,51854,2855.9278,2321.0431
1927,71,62,17,3,127,0.5,0.6595744680851063,0.6296296296296297,0.5789473684210527,0.4761904761904761,8.0,47.0,27.0,19.0,21.0,3,16,4,0.1189,0.753,-0.180344,-2.33,1514,0,0,0,0,0,0,0,0,0,0,0,1,941.4531,24351,33037,40117,-2616,-3625,-10443,-797,-10119,85,197,46,32,36.8164,769,160,550,13,766,38,929,4,47224,2996.354,2531.3342
141,70,87,103,78,38,0.717948717948718,0.6,0.45,0.5714285714285714,0.7142857142857143,39.0,5.0,20.0,7.0,7.0,11,5,31,0.2904,0.4223,0.0962783,0.13,2273,1,0,1,0,0,0,0,1,1,0,0,7,1241.443,24417,33278,40692,877,-638,-1960,-2145,-6272,111,345,85,59,33.3392,1093,170,522,-6,693,-33,867,-33,71872,2266.4056,2311.9402
325,31,45,33,102,56,0.625,0.6923076923076923,0.55,0.6153846153846154,1.0,32.0,26.0,20.0,13.0,1.0,16,4,48,0.5458,0.6822,0.225866,3.17,1759,0,1,4,4,0,1,1,1,1,1,1,7,1354.8948,25099,36252,47260,1900,4720,9042,1397,10083,125,300,54,65,34.5537,810,203,582,61,724,52,867,51,70999,2399.1131,1647.1859
1013,9,79,0,21,44,0.4117647058823529,0.3157894736842105,0.391304347826087,0.4285714285714285,0.2105263157894736,17.0,19.0,23.0,28.0,19.0,4,14,4,0.1284,0.5778,-0.113122,-0.55,1869,0,0,2,2,0,0,0,0,1,0,0,7,972.5843,24843,33167,42526,850,-161,225,398,-245,101,223,54,42,34.8636,897,189,580,20,778,28,926,22,56218,3227.8652,2183.5634
600,52,23,44,52,66,0.3636363636363636,0.5,0.5,0.7,0.75,22.0,20.0,10.0,10.0,8.0,13,6,33,0.418,0.6109,0.112561,0.86,1866,1,0,2,2,1,2,1,1,1,1,1,4,1334.4373,25537,35146,43754,834,824,296,-230,-505,104,280,62,46,37.717,1006,167,523,-31,734,-38,962,-37,65843,2642.3794,2648.4566
108,33,25,39,2,25,0.5714285714285714,0.0,0.125,0.5,0.5,7.0,3.0,8.0,8.0,6.0,7,13,13,0.2577,0.7362,-0.0961258,-1.3,1630,1,0,0,0,0,1,0,0,0,0,0,2,950.5767,23620,32114,39312,-491,-3703,-6685,-2087,-8296,87,189,49,37,31.8405,745,120,480,9,662,3,811,-3,43645,2953.4724,2380.0491
1617,12,58,100,49,34,0.4285714285714285,0.25,0.3157894736842105,0.25,0.2307692307692307,28.0,24.0,19.0,12.0,13.0,3,15,3,0.1275,0.7649,-0.139773,-1.9,1412,0,0,1,1,0,0,0,0,0,0,0,3,941.6856,24482,32767,0,-1819,-5287,0,-3542,0,52,147,34,19,35.4816,681,154,550,-7,747,-20,0,0,43045,3845.3116,2452.9887
1825,50,13,77,49,42,0.4375,0.3076923076923077,0.3529411764705882,0.5833333333333334,0.625,16.0,13.0,34.0,12.0,16.0,12,13,23,0.3186,0.6637,0.0364153,0.5,2260,1,0,3,3,1,1,1,2,0,0,1,6,1189.354,25910,36505,47645,-186,802,4963,-134,5041,122,307,55,52,33.823,1000,274,577,68,757,64,905,62,94672,3367.3805,4016.4159
633,4,79,49,96,60,0.6428571428571429,0.8064516129032258,0.631578947368421,0.6923076923076923,0.8571428571428571,14.0,31.0,19.0,13.0,7.0,22,7,72,0.8302,1.0943,0.108685,1.24,1590,0,1,3,3,0,0,1,1,1,0,1,4,1387.3585,27115,37912,49172,2345,4689,4913,4730,6713,80,224,46,45,32.4906,686,175,509,-28,687,-30,819,-36,66453,2573.8491,3249.7736
593,7,5,13,69,32,0.2777777777777778,0.1666666666666666,0.2,0.5,0.0,36.0,18.0,5.0,14.0,2.0,6,14,11,0.2056,0.6853,-0.0437598,-2.4,1751,1,0,1,1,0,0,0,0,0,0,0,2,1070.1314,24631,32809,41308,-2124,-4278,-7281,-2898,-8353,108,220,40,52,34.0948,841,154,526,-26,728,-50,856,-73,47369,2880.4455,2955.6596
292,52,16,39,35,124,0.3181818181818182,0.4285714285714285,0.2105263157894736,0.4285714285714285,0.5454545454545454,44.0,28.0,19.0,7.0,11.0,3,18,4,0.1022,0.7151,-0.0652518,-0.78,1762,0,1,2,2,0,0,0,0,1,0,1,6,968.2066,25703,34329,42044,1784,496,-1708,769,-3127,0,247,45,33,34.4268,829,182,518,48,728,82,900,99,62884,3105.1873,2631.5891
205,61,82,28,8,16,0.5652173913043478,0.5833333333333334,0.5,0.5348837209302325,0.6,23.0,12.0,8.0,43.0,5.0,13,11,24,0.3364,0.621,0.0899915,1.38,2319,1,0,4,4,1,1,1,1,1,0,0,7,1255.9379,24581,32932,40719,1447,1185,-49,-470,-1482,0,426,90,67,35.11,1107,250,504,12,701,21,861,18,98382,2910.5821,2255.4722
661,58,22,5,69,82,0.35,0.2,0.1,0.1,0.4210526315789473,20.0,5.0,10.0,10.0,19.0,21,20,66,0.5241,1.0233,-0.037116,-1.13,2404,0,0,4,4,1,1,0,0,0,0,0,5,1169.0516,24551,32052,42507,-380,-2934,-1825,-3620,-2151,147,362,71,65,31.2479,1044,208,513,-17,694,-53,851,-27,128084,2896.772,5092.4875
282,31,78,57,17,41,0.2142857142857142,0.28,0.2727272727272727,0.2352941176470588,0.4,14.0,25.0,11.0,17.0,45.0,7,20,12,0.2356,0.8749,-0.0834424,-1.65,1783,0,0,1,1,1,1,0,0,0,0,0,4,982.9164,24519,32990,40667,-1203,191,-7364,1295,-6993,0,206,37,37,31.4302,788,146,515,-26,686,-20,813,-33,59486,2962.6136,2884.6102
473,4,62,91,51,29,0.6,0.6595744680851063,0.5714285714285714,1.0,0.6666666666666666,15.0,47.0,7.0,4.0,33.0,19,14,59,0.4713,0.8185,0.0133297,-0.38,2419,1,1,5,4,0,0,0,1,0,0,0,3,1227.284,24820,33715,40478,-1232,-1607,-3282,250,-2121,147,369,68,61,31.079,1023,230,545,-2,719,12,870,1,105432,3960.6449,4378.9831
1289,61,78,58,29,41,0.3076923076923077,0.28,0.25,0.2857142857142857,0.4,13.0,25.0,24.0,7.0,45.0,8,13,18,0.3017,0.792,-0.0331182,-2.92,1591,1,1,1,1,0,0,1,1,0,0,0,1,1026.3734,22719,31797,43172,-3135,-5554,-3318,-1872,4884,91,195,51,37,34.0541,771,132,528,-58,735,-51,894,-37,49731,2731.3388,2472.3696
138,36,78,48,8,38,0.7692307692307693,0.6666666666666666,0.75,0.65,0.56,26.0,33.0,28.0,60.0,25.0,13,4,29,0.4586,0.5996,0.160336,3.51,1701,1,1,4,4,0,0,1,1,1,1,1,11,1375.2381,28604,38124,49398,4531,5737,8513,2061,4020,93,229,40,37,35.6614,825,186,536,74,755,90,898,84,73845,1981.1287,2099.4709
939,23,62,108,68,79,0.6521739130434783,0.5961538461538461,0.6875,0.4444444444444444,0.4242424242424242,23.0,52.0,32.0,9.0,33.0,3,10,7,0.1053,0.4564,-0.12238,-2.03,1709,0,0,0,0,0,1,0,0,0,0,0,4,886.7291,24379,32201,39680,-1259,-3771,-8409,-4562,-9181,136,239,29,41,32.756,792,141,524,-35,708,-77,852,-104,32066,2544.1545,2709.4792
111,70,15,40,38,68,0.4166666666666667,0.3333333333333333,0.5,0.4285714285714285,1.0,12.0,3.0,2.0,7.0,2.0,16,3,36,0.5624,0.6678,0.11834,2.25,1707,1,1,2,2,0,1,1,1,1,1,1,3,1311.4236,24897,35714,46168,2694,5898,7965,3366,9663,119,303,73,50,35.5009,824,186,504,28,706,65,896,63,49479,2800.0703,2643.9016
511,31,41,57,69,8,0.625,0.6153846153846154,0.6923076923076923,0.7,0.5,32.0,26.0,26.0,10.0,4.0,22,6,61,0.7483,0.9524,0.242582,1.85,1764,0,0,3,3,1,2,1,2,0,1,1,6,1442.1088,25673,34935,49323,612,1712,8702,486,9030,93,272,53,39,32.9592,778,191,486,-50,684,-43,840,-14,74662,2534.3197,3140.6463
1362,53,47,90,108,0,0.8,0.7368421052631579,0.5714285714285714,0.75,0.5238095238095238,5.0,19.0,14.0,4.0,21.0,20,6,58,0.6154,0.8,0.185859,1.65,1950,1,1,3,3,0,0,1,1,1,1,1,2,1274.0923,24364,33932,45223,1440,1714,5845,-349,7901,105,298,51,47,32.3385,829,222,533,5,705,-20,899,14,83716,3669.6615,4122.5846
1513,58,49,36,39,3,0.6470588235294118,0.8181818181818182,0.4791666666666667,0.2307692307692307,0.5,17.0,11.0,48.0,13.0,14.0,11,10,25,0.3,0.5727,0.0270598,-0.81,2200,0,1,4,4,0,0,1,1,0,0,0,2,1213.5818,24652,34237,42571,-1170,-1512,-1624,1354,483,126,332,68,45,37.6909,1115,267,538,-35,769,10,972,13,80759,3787.7182,4268.0182
1626,52,13,74,13,14,0.6595744680851063,0.6296296296296297,0.3846153846153846,0.8823529411764706,0.4615384615384615,47.0,27.0,13.0,17.0,13.0,11,3,25,0.3385,0.4308,0.11128,1.12,1950,0,0,1,0,1,1,1,1,1,1,1,7,1250.1538,24376,33800,41756,750,2118,1804,208,-289,118,289,77,45,35.8769,955,211,543,5,752,11,938,17,74984,3944.2462,3649.4462
1741,49,72,52,57,14,0.5806451612903226,0.5652173913043478,0.6153846153846154,0.625,1.0,31.0,23.0,26.0,8.0,3.0,12,13,28,0.259,0.5396,0.0455745,-0.58,2780,0,1,4,4,1,1,1,2,0,1,1,6,1179.1727,25981,35552,43220,-1074,-750,-829,-1171,-1000,172,491,97,80,33.3885,1237,310,560,-23,752,-44,931,-39,93466,3303.3885,3862.1007
364,14,83,70,85,53,0.0,0.0,0.0,0.0,0.1428571428571428,7.0,3.0,3.0,3.0,7.0,4,11,8,0.1366,0.5122,-0.134492,-1.75,1757,1,0,1,1,1,1,0,0,0,0,0,2,869.5731,23415,32267,39105,-187,-703,-6665,-1277,-6556,109,213,34,47,32.988,791,175,543,-34,728,-35,853,-65,34413,3213.1588,3655.3557
723,18,62,5,35,14,0.1764705882352941,0.3076923076923077,0.2916666666666667,0.2,0.4,17.0,26.0,24.0,5.0,5.0,6,12,16,0.2055,0.6164,-0.0933129,-1.97,1752,0,1,3,3,0,1,0,0,1,1,1,0,959.6918,22476,33864,42016,-3853,-68,-3061,711,-4652,99,249,46,45,33.1849,782,187,519,-83,704,-41,878,-38,48823,2690.7534,3007.6027
561,4,42,4,76,50,0.8064516129032258,0.7058823529411765,0.8571428571428571,0.625,1.0,31.0,17.0,14.0,16.0,2.0,12,1,27,0.5031,0.5451,0.153827,2.17,1431,1,1,2,2,1,1,1,1,1,0,1,6,1368.805,26655,36793,0,3057,4812,0,3644,0,67,204,39,30,37.9455,726,179,575,66,787,97,0,0,47280,2959.4969,2532.5786
377,64,54,104,25,2,0.5833333333333334,0.4242424242424242,0.45,0.5,0.8333333333333334,12.0,33.0,20.0,18.0,12.0,9,22,22,0.2533,0.8724,-0.120755,-4.16,2132,1,0,0,0,0,0,1,1,0,0,0,0,931.5478,21350,29111,40676,-5725,-8965,-5119,-5705,959,136,271,45,61,28.03,805,191,472,-63,623,-77,773,-52,50827,3827.6454,3284.8874
542,34,5,36,16,116,0.0,0.1,0.4,0.5,0.1538461538461538,8.0,10.0,30.0,2.0,13.0,2,13,5,0.092,0.6902,-0.344216,-4.88,1304,0,0,0,0,0,0,0,0,0,0,0,1,735.8742,21514,28144,0,-7916,-11808,0,-6279,0,56,117,26,27,29.862,540,109,490,-76,634,-111,0,0,33747,3228.635,2556.3037
860,23,56,4,68,53,0.2,0.2333333333333333,0.5833333333333334,0.5,0.5,15.0,30.0,12.0,4.0,6.0,9,15,25,0.2336,0.6228,-0.0766232,-1.18,2312,1,1,1,1,0,1,0,0,0,1,1,2,998.0709,24276,32897,40781,-1116,-990,-1941,-1625,-2406,143,318,56,60,31.9204,1033,197,523,-31,715,-35,883,-66,117435,3281.5225,4482.6644
148,8,62,28,76,2,0.8333333333333334,0.3529411764705882,0.6666666666666666,0.5806451612903226,0.5714285714285714,6.0,34.0,6.0,31.0,7.0,15,3,30,0.4737,0.5684,0.180951,4.2,1900,0,1,4,4,1,2,1,1,1,1,1,10,1292.7158,28248,38091,48085,5739,8208,10604,5617,8146,109,296,55,51,33.5684,863,200,500,24,699,50,913,87,79793,3806.2737,3226.0421
983,61,54,36,95,61,0.7894736842105263,0.8076923076923077,0.7962962962962963,0.7916666666666666,0.8292682926829268,19.0,26.0,54.0,24.0,41.0,17,10,43,0.5397,0.8571,-0.0170639,-0.71,1890,0,1,3,3,0,0,1,1,0,0,0,1,1300.8889,25284,35215,43925,-532,-1336,-1914,-666,-1795,130,310,57,50,33.8095,889,176,551,23,749,24,895,8,75786,3406.2857,4371.9048
621,7,53,96,49,120,0.3809523809523809,0.25,0.5,0.375,0.6666666666666666,21.0,4.0,20.0,8.0,24.0,18,4,42,0.6071,0.742,0.179796,1.55,1779,1,1,4,4,0,1,1,1,0,1,1,4,1324.0809,24865,34150,45903,168,341,6172,66,10010,115,277,51,53,35.0759,841,199,567,11,771,18,924,59,74566,3111.7032,3740.0675
1108,31,45,64,97,76,0.2142857142857142,0.2727272727272727,0.5,0.3571428571428571,0.5,14.0,11.0,4.0,14.0,14.0,13,4,33,0.3451,0.4513,0.103601,1.36,2260,0,0,3,3,0,0,1,1,1,1,1,2,1230.531,25400,34230,43881,1009,1438,3976,-879,2489,160,431,79,52,34.2478,1135,155,504,-17,689,-44,896,-12,96880,2634.8496,5131.3805
765,7,5,3,101,41,0.2972972972972973,0.2916666666666667,0.2,0.125,0.2857142857142857,37.0,24.0,10.0,8.0,28.0,4,9,10,0.1228,0.3992,-0.0138144,-1.31,1954,1,1,2,2,0,0,0,0,0,0,0,2,1052.7943,24112,32718,42337,-783,-2003,-1518,-504,62,107,319,77,49,38.5977,1065,192,565,-46,791,-36,983,-21,44770,2054.5548,3237.2057
1271,42,35,110,74,32,0.6428571428571429,0.5333333333333333,0.717948717948718,0.8,0.2,14.0,15.0,39.0,15.0,5.0,16,6,36,0.4416,0.6072,0.13773,2.4,2174,1,1,5,4,0,0,1,2,1,0,1,3,1384.9402,24874,34824,43208,2270,3617,3734,1370,1309,140,397,78,62,36.5133,1076,247,594,54,821,61,994,43,86327,3397.6173,4016.8813
1003,65,54,108,38,13,0.375,0.5555555555555556,0.4,0.4761904761904761,0.4,8.0,18.0,10.0,21.0,5.0,12,1,31,0.4627,0.5013,0.187589,2.33,1556,1,1,4,4,1,1,1,1,1,1,1,2,1427.1208,26194,37010,50592,2656,5546,12065,5374,13366,125,273,55,38,41.4139,839,235,597,36,830,74,1049,129,57190,2770.1028,3282.8792
104,70,78,49,38,52,0.8205128205128205,0.8461538461538461,0.7142857142857143,0.7962962962962963,0.6666666666666666,39.0,26.0,21.0,54.0,9.0,15,5,37,0.5011,0.6682,0.188858,2.02,1796,0,1,2,2,0,1,1,2,1,1,1,7,1348.9644,25740,34419,43822,1738,2180,5216,-635,2860,113,280,52,43,32.3051,778,189,513,50,672,16,804,34,74828,2493.8753,3730.7238
1197,31,41,57,29,29,0.625,0.6153846153846154,0.6923076923076923,0.0,0.5483870967741935,32.0,26.0,26.0,1.0,31.0,3,11,3,0.0783,0.3654,-0.0171986,-0.09,2299,0,0,1,1,0,0,0,0,1,0,0,5,916.2592,24673,33469,40814,-283,-320,-768,-1861,-2539,141,379,88,62,32.7534,1057,198,564,-31,766,-32,914,-46,76111,2436.2766,2673.7973
744,58,7,32,101,3,0.35,0.2972972972972973,0.1764705882352941,0.125,0.2,20.0,37.0,17.0,8.0,10.0,11,4,31,0.3212,0.438,0.134497,0.36,2055,0,1,1,1,0,1,1,1,1,0,1,1,1252.0876,23040,33560,42319,-1831,128,2132,494,3772,116,331,69,48,35.9708,978,254,551,-12,753,-16,917,26,70450,3146.1898,2906.8029
995,50,41,92,5,58,0.3333333333333333,0.2962962962962963,0.35,0.1,0.2,6.0,27.0,20.0,10.0,10.0,7,8,19,0.2165,0.4639,-0.0500831,0.1,1940,1,1,3,3,0,0,0,0,0,1,1,4,1010.4433,24685,34119,41878,542,1156,994,1800,-295,91,242,43,38,32.3196,853,192,530,-15,723,-8,847,-45,65008,2478.4021,2867.1959
1503,50,78,92,111,3,0.8181818181818182,0.6486486486486487,0.6538461538461539,0.5416666666666666,0.8636363636363636,11.0,37.0,26.0,48.0,22.0,21,4,56,0.7527,0.8961,0.190604,2.21,1674,0,1,4,4,0,0,1,1,1,0,1,4,1480.0,24235,36241,51440,277,4069,12082,3289,11518,103,266,51,38,37.491,809,237,557,15,756,50,933,75,81726,3177.957,3465.6631
1512,55,72,17,21,54,0.2857142857142857,0.4,0.2352941176470588,0.5,0.1428571428571428,7.0,15.0,17.0,10.0,7.0,10,11,21,0.2727,0.5727,-0.0270598,0.81,2200,1,0,1,1,1,1,0,0,1,1,1,4,1066.6909,25822,35749,44195,1170,1512,1624,-1354,-483,154,329,51,64,35.2091,1036,255,573,35,759,-10,959,-13,97731,2774.1818,3199.9364
594,34,26,77,27,17,0.2307692307692307,0.5,0.21875,0.0,0.25,13.0,6.0,32.0,2.0,4.0,9,12,18,0.2875,0.6709,-0.10596,-2.51,1878,0,0,0,0,1,2,0,0,0,0,0,2,975.9744,23849,31764,38620,-1288,-2159,-4902,-3348,-4934,100,222,40,46,31.5655,850,138,484,-41,675,-56,826,-130,56245,4010.4153,3378.9137
1135,42,6,14,38,80,0.6428571428571429,0.4615384615384615,0.5,0.6097560975609756,1.0,14.0,13.0,8.0,41.0,2.0,12,3,27,0.4523,0.5653,0.0767975,1.85,1592,0,0,1,1,1,1,1,1,1,1,1,5,1284.0452,24956,33658,45380,2245,3076,5708,1161,4028,112,245,45,42,33.2789,757,126,545,43,736,32,865,0,69289,2770.8166,3483.6935
1527,55,73,37,49,116,0.5,0.35,0.4285714285714285,0.1764705882352941,0.1538461538461538,6.0,20.0,14.0,17.0,13.0,26,14,68,0.6522,1.0033,0.0280567,1.41,2392,1,1,4,4,0,0,1,2,1,1,1,0,1308.2107,23745,34970,44632,-620,1859,1878,2739,1835,157,454,80,71,32.0569,1007,271,539,-15,732,-3,886,-5,114821,3248.6789,3297.1154
1088,31,45,64,33,0,0.4,0.4,0.3333333333333333,0.0,0.391304347826087,5.0,5.0,3.0,1.0,23.0,11,20,30,0.322,0.9073,-0.00852841,-0.62,2050,1,0,1,1,0,0,0,0,0,0,1,1,1055.7659,25635,34757,43271,781,-85,446,-679,1715,120,304,59,45,33.278,947,190,551,-1,737,-10,922,13,82956,3308.1659,3114.2927
1011,5,13,32,74,62,0.3181818181818182,0.4117647058823529,0.1428571428571428,0.3809523809523809,0.1666666666666666,22.0,17.0,14.0,21.0,6.0,8,16,22,0.2201,0.6602,-0.0132151,-0.72,2181,0,0,2,2,1,1,1,1,0,1,1,4,1081.1004,23578,32394,43420,-1177,-1550,2733,-496,4948,120,278,76,52,33.7276,1043,183,510,-15,720,-28,878,-15,90549,3046.0248,3540.0825
196,8,62,50,103,25,0.8823529411764706,0.6595744680851063,0.875,0.75,1.0,17.0,47.0,8.0,4.0,3.0,11,8,22,0.3167,0.547,0.095665,1.74,2084,1,0,2,2,0,0,1,1,1,1,1,3,1181.4875,25010,34140,42297,1425,2890,2672,1849,301,124,334,65,56,32.6775,956,179,483,27,634,25,820,23,75526,2708.7524,3263.9251
1462,55,6,90,3,49,0.6666666666666666,0.6,0.5714285714285714,0.8636363636363636,0.5,6.0,10.0,14.0,22.0,2.0,15,7,41,0.4685,0.6871,0.150252,0.55,1921,0,0,2,2,1,1,1,1,1,1,1,3,1285.393,24448,34657,44309,-680,578,2362,2709,4104,146,354,66,41,35.544,896,242,570,8,778,28,929,32,66929,2800.7288,3035.3254
1517,50,6,17,80,83,0.5,0.7857142857142857,0.6296296296296297,0.6595744680851063,0.6666666666666666,10.0,14.0,27.0,47.0,6.0,23,15,61,0.5016,0.8288,-0.0621048,-0.47,2751,0,1,4,4,0,0,0,3,0,0,0,3,1271.6685,24256,34990,42970,-311,-1816,-4176,-905,-5787,205,426,62,65,31.9956,1149,318,564,20,735,2,885,-25,141773,3792.6936,4523.8822
